feature_set,is_random_control,suite,task_idx,condition,plan_index,baseline_success,clamped_success,baseline_any_violation,clamped_any_violation,baseline_collision,clamped_collision,action_delta_active_mean_l2,action_delta_active_translation_mean_l2,action_delta_active_rotation_mean_l2,action_delta_active_gripper_mean_abs,action_delta_active_fraction,success_delta,any_violation_delta,collision_delta
random20_high_class_mean_01,True,spatial,1,mild,9,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
random20_high_class_mean_01,True,spatial,1,clean,10,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,mild,11,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
random20_high_class_mean_01,True,spatial,1,clean,12,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,13,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,14,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,15,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,16,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,mild,17,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
random20_high_class_mean_01,True,spatial,1,mild,18,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
random20_high_class_mean_01,True,spatial,1,clean,19,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,20,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,mild,21,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
random20_high_class_mean_01,True,spatial,1,clean,22,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,mild,23,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
random20_high_class_mean_01,True,spatial,1,clean,24,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,25,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,26,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,27,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,28,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,strong,29,1,1,1,1,0,0,0.26055091619491577,0.1779583841562271,0.050820671021938324,0.07459165155887604,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,strong,30,1,1,1,1,0,0,0.26055091619491577,0.1779583841562271,0.050820671021938324,0.07459165155887604,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,mild,31,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
random20_high_class_mean_02,True,spatial,1,clean,0,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,1,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,2,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,mild,3,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
random20_high_class_mean_02,True,spatial,1,mild,4,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
random20_high_class_mean_02,True,spatial,1,clean,5,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,6,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,mild,7,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
random20_high_class_mean_02,True,spatial,1,mild,8,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
random20_high_class_mean_02,True,spatial,1,mild,9,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
random20_high_class_mean_02,True,spatial,1,clean,10,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,mild,11,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
random20_high_class_mean_02,True,spatial,1,clean,12,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,13,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,14,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,15,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,16,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,mild,17,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
random20_high_class_mean_02,True,spatial,1,mild,18,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
random20_high_class_mean_02,True,spatial,1,clean,19,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,20,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,mild,21,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
random20_high_class_mean_02,True,spatial,1,clean,22,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,mild,23,0,1,1,1,1,0,0.3102330267429352,0.2482084184885025,0.05475299060344696,0.05203806236386299,0.7916666666666666,1,0,-1
random20_high_class_mean_02,True,spatial,1,clean,24,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,25,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
random20_high_class_mean_02,True,spatial,1,clean,26,1,1,1,1,1,1,0.22370773553848267,0.1659381240606308,0.058154888451099396,0.05128205195069313,0.7959183673469388,0,0,0
