feature_idx,u_statistic,p_value,effect_size,abs_effect_size,mean_low_progress,mean_high_progress,std_low_progress,std_high_progress,direction,adjusted_p,significant,composite_score
11637,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.0001718669809633866,0.0,0.0025225323624908924,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
8132,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.000184315096703358,0.0,0.002980228513479233,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
14724,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00012845579476561397,0.0,0.001893150620162487,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
13681,1113772.0,0.008093047887086868,0.004679144385026701,0.004679144385026701,0.0,0.00013233789650257677,0.0,0.0019925329834222794,higher_in_low_progress,0.015454845762041014,True,0.008473627856677822
15384,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00015670378343202174,0.0,0.0023011406883597374,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
15196,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00011473597260192037,0.0,0.0017281060572713614,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
8555,1113772.0,0.008093047887086868,0.004679144385026701,0.004679144385026701,0.0,0.00048746925313025713,0.0,0.007883270271122456,higher_in_low_progress,0.015454845762041014,True,0.008473627856677822
138,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00011995743261650205,0.0,0.0017794532468542457,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
13911,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.0002072319621220231,0.0,0.0030287739355117083,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
5157,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.0001840228505898267,0.0,0.002716057002544403,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
7714,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00018397961684968323,0.0,0.0026903862599283457,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
7752,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.000232552585657686,0.0,0.0034352829679846764,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
4366,1113772.0,0.008093047887086868,0.004679144385026701,0.004679144385026701,0.0,0.00012231919390615076,0.0,0.001796815893612802,higher_in_low_progress,0.015454845762041014,True,0.008473627856677822
1926,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00016583163233008236,0.0,0.002436782233417034,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
471,1113772.0,0.008093047887086868,0.004679144385026701,0.004679144385026701,0.0,0.00014486067811958492,0.0,0.0022100883070379496,higher_in_low_progress,0.015454845762041014,True,0.008473627856677822
