dictionary,feature_idx,u_statistic,p_value,effect_size,abs_effect_size,mean_low_progress,mean_high_progress,freq_low_progress,freq_high_progress,direction,adjusted_p,significant,composite_score
16K_d16384_k32,14185,9499.0,1.2937213526173149e-17,0.4567188080871629,0.4567188080871629,0.0016055041924118996,0.006894505582749844,0.20320855614973263,0.6256684491978609,higher_in_high_progress,4.966305845455448e-16,True,6.989609356389549
16K_d16384_k32,4833,10028.0,1.0341273790307159e-18,0.42646343904601214,0.42646343904601214,0.0006443218444474041,0.004186547826975584,0.0855614973262032,0.5080213903743316,higher_in_high_progress,4.6314133332304205e-17,True,6.965975977415296
16K_d16384_k32,6821,24214.0,2.1694746320537883e-20,-0.38488375418227583,0.38488375418227583,0.003565945429727435,3.98625670641195e-05,0.39037433155080214,0.0053475935828877,higher_in_low_progress,1.2572865232947705e-18,True,6.889636943833338
16K_d16384_k32,6342,10515.0,1.047945132801261e-19,0.39861019760359173,0.39861019760359173,0.00010146583372261375,0.004637411795556545,0.03208556149732621,0.42245989304812837,higher_in_high_progress,5.327526472430194e-18,True,6.885383037348612
16K_d16384_k32,3186,9057.0,2.4473235162656197e-16,0.4819983413880866,0.4819983413880866,0.005812492687255144,0.013005955144762993,0.49732620320855614,0.8609625668449198,higher_in_high_progress,8.076167603676545e-15,True,6.792703659729306
16K_d16384_k32,11122,10366.0,5.40637130382475e-19,0.40713203122765873,0.40713203122765873,0.00034096630406565964,0.002932577161118388,0.053475935828877004,0.45454545454545453,higher_in_high_progress,2.4803376640230135e-17,True,6.760626544227083
16K_d16384_k32,9412,10686.0,3.8430373044477973e-19,0.3888301066659041,0.3888301066659041,0.00010693866352085024,0.00312026753090322,0.03208556149732621,0.4117647058823529,higher_in_high_progress,1.8071882924165767e-17,True,6.510181152168833
16K_d16384_k32,16364,10511.0,1.095100659656007e-18,0.39883897166061366,0.39883897166061366,0.0002927600871771574,0.0033948300406336784,0.0481283422459893,0.44385026737967914,higher_in_high_progress,4.790428699564998e-17,True,6.5089026999521655
16K_d16384_k32,11880,10518.0,2.9471076662595726e-18,0.3984386170608253,0.3984386170608253,0.00021884008310735226,0.0017568831099197268,0.053475935828877004,0.45454545454545453,higher_in_high_progress,1.2051107652683164e-16,True,6.342733600685067
16K_d16384_k32,956,10643.0,1.874367507672039e-18,0.39128942777888986,0.39128942777888986,0.0004563853144645691,0.005153113044798374,0.0427807486631016,0.43315508021390375,higher_in_high_progress,7.834856182069122e-17,True,6.302095382527993
